X,CCX3MWT1,CCX3MWT3,CCX3MWT4,CCX3MWT5,CCX3MWT6,CCX3MTG1,CCX3MTG3,CCX3MTG4,CCX3MTG5,CCX3MTG6,CCX6MWT1,CCX6MWT2,CCX6MWT3,CCX6MWT4,CCX6MWT5,CCX6MTG1,CCX6MTG3,CCX6MTG4,CCX6MTG5,CCX6MTG6
ENSMUSG00000000056,10.91077668,11.01968827,10.97005142,10.99606729,11.11472426,10.93754779,11.06131185,10.95695952,11.09072624,11.10444606,10.78388142,10.87168119,10.90001919,10.87045664,10.92342407,10.7579194,10.86215372,10.75243966,10.80382866,10.79002593
ENSMUSG00000000093,6.90181829,6.680552854,6.634639756,6.752946355,6.817931343,6.682404254,6.712936192,6.703703154,6.739868754,6.772313701,6.740554284,6.919570619,6.839335577,6.781584562,6.925965379,6.945351627,6.877036293,7.015488304,6.740789859,6.874539857
ENSMUSG00000000120,7.435875569,7.33573665,6.713510068,6.968037668,7.189297088,6.95876079,7.346841676,6.82429105,7.190461514,7.436065823,7.598266229,7.287852021,7.45836681,7.344474227,7.196108184,7.635977225,7.291514484,7.843617082,7.464657036,7.583551137
ENSMUSG00000000126,9.564348366,9.391651652,9.563613955,9.579650404,9.446680537,9.64662837,9.411570449,9.55408645,9.452172954,9.493275133,9.309178938,9.362787816,9.462800578,9.428643572,9.314837288,9.304259773,9.394383726,9.206210268,9.312355544,9.297093033
ENSMUSG00000000127,9.350763078,9.369211948,9.508234909,9.42037578,9.378296685,9.461332674,9.410423774,9.389155239,9.501677011,9.494712386,9.375476347,9.365406241,9.326245958,9.349727675,9.321171285,9.30353815,9.286726694,9.22131068,9.124510269,9.296386085
ENSMUSG00000000149,11.81254215,12.07482908,11.97197028,12.02437913,12.01085002,11.90405782,12.05745616,11.96485927,11.94757651,12.05461745,12.11896247,12.11267205,12.07928179,12.05109241,12.06050218,12.16830658,12.07968962,12.2754901,12.2737475,12.27152634
ENSMUSG00000000168,11.90252983,11.80209835,11.94558583,11.90451711,11.93251681,11.90653243,11.92728398,11.93780703,11.90207764,11.92421574,11.84045765,11.84887495,11.80676721,11.8311541,11.85688943,11.6870226,11.76067614,11.66738064,11.62844027,11.71198339
ENSMUSG00000000184,11.85659231,12.15228078,11.91345883,12.13133365,12.1951328,12.03289351,12.22635184,12.11018122,12.22944848,12.30603679,11.69622748,11.59628943,11.73226275,11.9058207,11.81276842,12.48325906,12.29054088,12.84569316,12.80989607,12.36028811
ENSMUSG00000000197,12.56151207,12.47513325,12.58574316,12.4441193,12.54050758,12.56780457,12.524462,12.50262914,12.61173195,12.5461928,12.45000706,12.49581331,12.43322105,12.42928106,12.47643734,12.30498766,12.36543559,12.13742708,12.16212831,12.33810078
ENSMUSG00000000202,9.191308555,9.375948367,9.231631408,9.415691043,9.18710909,9.142939308,9.313918294,9.43522976,9.28445898,9.210754968,9.409511253,9.289059184,9.243393497,9.252774789,9.209781401,8.771776597,9.061013441,8.631512404,8.641984863,9.093339505
ENSMUSG00000000247,11.03143522,11.07836214,11.08473751,11.29647439,11.20621061,10.95033494,11.09346603,10.93068966,11.01255977,11.03433052,11.12304649,11.15003627,11.02673511,11.25551596,11.23561804,10.69893662,10.9251571,10.74033822,10.6908804,10.83321196
ENSMUSG00000000275,8.338752573,8.49430765,8.450819228,8.512300481,8.563247299,8.585731797,8.557242538,8.646707816,8.61448338,8.685091497,8.67788748,8.482905333,8.674082343,8.475496538,8.496109484,9.720518082,9.102799693,9.779908719,9.756287358,9.369656166
ENSMUSG00000000278,9.078852397,9.05758285,9.120905054,9.199295675,9.071866112,9.142485959,9.11651212,9.048719553,9.141370751,9.153204056,9.278584613,9.148665412,9.183592298,9.207843799,9.138517414,9.568205075,9.32478213,9.565435135,9.486968712,9.267067583
ENSMUSG00000000290,7.903369898,8.125470938,7.852107041,8.014348232,7.966201763,8.029449858,8.176157763,7.966522825,7.976537101,8.019681661,8.115934994,7.904379841,8.09486483,8.163652663,8.0567536,9.414639045,8.727481885,9.763822113,9.543926979,9.011331611
ENSMUSG00000000308,12.51439455,12.67669836,12.6237909,12.72969384,12.70566797,12.63915342,12.73070701,12.59025721,12.6603138,12.65079843,12.63027593,12.62250965,12.55317317,12.63976257,12.7164927,12.39827361,12.6049977,12.28483664,12.2988793,12.52229486
ENSMUSG00000000440,7.254142193,7.072097972,7.117036907,7.239449534,7.295982084,7.247545481,7.160918573,7.273069525,7.185765488,7.299043688,7.18691111,7.329333609,7.235800254,7.376337759,7.256843411,7.08426062,7.038932206,7.069444505,7.100784439,7.00845041
ENSMUSG00000000531,10.74419867,10.93678801,10.64484107,10.85181936,10.93740079,10.71042592,10.93290796,10.67779044,10.72161989,10.93652146,10.61749255,10.6455619,10.71432703,10.72150121,10.60393856,10.46543286,10.56506504,10.51137845,10.61346875,10.57413033
ENSMUSG00000000555,7.902445103,8.218576081,8.080845884,8.246975308,7.971495215,8.021556883,8.097988818,7.975594604,8.014362743,8.225779799,8.093155778,8.01460789,7.926037478,8.174639742,8.137263003,8.338379437,8.262086808,8.704032023,8.458818495,8.264581836
ENSMUSG00000000567,10.5286839,10.13798429,10.61996282,10.5920781,10.40909934,10.33642407,10.44883418,10.51276472,10.40858264,10.49035718,10.61084918,10.52601164,10.74704293,10.55465549,10.48844844,10.71423443,10.7003431,10.93429757,10.90539899,10.68291566
ENSMUSG00000000594,11.12007843,11.11034336,11.06477469,11.14321021,11.09549712,11.18430032,11.2067008,11.25188546,11.16020847,11.22667795,11.21429712,11.06294183,11.10598615,11.15447568,11.19266267,11.4646516,11.28562212,11.61118727,11.49630733,11.42350481
ENSMUSG00000000605,13.07162834,13.04265536,13.09544504,13.03331428,13.05873942,13.08728217,13.06448506,13.08363438,13.06993735,13.07330272,12.99240135,13.04389837,13.01965866,12.97456822,12.98491661,12.88373241,12.91267689,12.71741246,12.79641894,12.89373621
ENSMUSG00000000628,7.416869327,7.455999652,7.553273752,7.509450527,7.556740887,7.528417242,7.560211458,7.53696054,7.710083191,7.523392485,7.462748028,7.506365818,7.483588153,7.481981104,7.519683965,8.874947169,8.148365426,8.990830083,8.915137025,8.303114361
ENSMUSG00000000682,5.900398373,5.983610935,5.952198202,5.930662491,6.02797329,5.945712273,6.035830424,6.216372383,5.981603947,6.030103651,6.016322133,6.044478624,6.192686611,6.07324019,6.301572294,7.499091171,6.880600898,8.100874538,7.792913461,7.232055881
ENSMUSG00000000686,7.072585513,7.129172576,7.100011836,7.051762211,6.972408257,7.157489943,7.099505653,7.131694807,7.119563453,7.171286704,7.011735047,6.948510022,7.00501305,7.0299675,7.105758095,7.346030273,7.178395852,7.290641926,7.451776697,7.112960666
ENSMUSG00000000693,8.58195093,8.569829713,8.718473274,8.645360093,8.606641958,8.700896736,8.642795172,8.519057542,8.670254095,8.613229349,8.770938557,8.649044647,8.712803844,8.618575209,8.65938936,9.103181629,8.75006151,8.985351805,8.841641254,8.796820464
ENSMUSG00000000708,9.970419514,9.920087134,10.0019751,10.00834399,9.926203402,9.870549294,9.946102493,10.0647895,9.989527554,9.957608781,9.976405695,9.957030839,10.02965752,9.882872829,9.954850796,10.3556328,9.987417332,10.33757056,10.28175695,10.0297874
ENSMUSG00000000732,7.437242369,7.416268153,7.325066327,7.402255553,7.656751374,7.456204029,7.307708505,7.334198108,7.215968128,7.375310191,7.772562876,7.432344934,7.884130066,7.690440919,7.55532157,8.272602595,7.893829159,8.567091402,8.512062298,8.066108897
ENSMUSG00000000740,11.27194569,11.33583827,11.22772722,11.32924886,11.26625366,11.20898898,11.35619363,11.34679849,11.21751637,11.19553769,11.42031939,11.44247661,11.36534337,11.37693028,11.40294294,11.62442933,11.39426182,11.600342,11.59351842,11.49038699
ENSMUSG00000000782,7.645562218,7.728427474,7.712489836,7.657945847,7.951715472,7.726539011,7.766700177,7.726283894,7.759390314,7.944378524,7.759604229,7.82259508,7.717942694,7.884769304,7.954474349,7.950790496,7.930346223,8.092439934,7.940556778,7.853462345
ENSMUSG00000000838,11.90450965,11.78224805,11.91605112,11.81378734,11.88021292,11.87546099,11.88259298,11.86621678,11.93534808,11.95682591,11.77446297,11.81569075,11.74747136,11.82946956,11.79253524,11.69975441,11.70441207,11.63886116,11.66367438,11.6273586
ENSMUSG00000000861,12.03111049,11.97797276,11.99550667,12.00002205,12.08532579,11.93294356,12.11954444,12.06341622,12.06226506,12.04811439,11.86178847,11.91024793,11.9425051,11.98691484,12.04932621,11.75698118,11.90633729,11.78648753,11.67873726,11.82057844
ENSMUSG00000000869,7.924882104,7.743233176,7.878559806,7.732838466,7.82269647,7.72761986,7.896878312,7.813735818,7.976378826,7.926772292,7.799030644,7.817188509,7.788185799,7.787174017,7.776198277,7.639661224,7.802771544,7.727708854,7.604078482,7.750723543
ENSMUSG00000000881,13.07000509,13.08296445,13.05720834,13.07626121,13.10229035,13.06945044,13.10663262,13.04850033,13.10509041,13.09442851,12.98240764,12.9388119,12.94747403,12.94875407,12.99576205,12.85437406,12.91232381,12.67460287,12.71774711,12.8611806
ENSMUSG00000000948,9.292223785,9.075210838,9.346023976,9.220163854,9.212000337,9.397554566,9.342830284,9.41796526,9.543791926,9.45145226,9.321634648,9.409221137,9.452743337,9.13516711,9.263764815,9.255600718,9.071325743,9.164741483,9.243682748,9.196222763
ENSMUSG00000000957,8.413116639,8.31532346,8.384801554,8.45619832,8.398637478,8.31389389,8.347244089,8.347521831,8.283880757,8.208550229,8.378019732,8.405644919,8.286944194,8.436622102,8.549632323,8.810746796,8.498059595,8.9531682,8.899585817,8.726400061
ENSMUSG00000000958,6.665378249,6.702863015,6.588544668,6.698191859,6.620779924,6.619121386,6.649725618,6.678696832,6.556922242,6.720985612,6.690892537,6.588080355,6.584868137,6.539988967,6.531896929,7.195198305,6.873946896,7.505299141,7.353920631,7.091855765
ENSMUSG00000001025,8.359268489,8.391655962,8.292999741,8.363857977,8.325481235,8.393940846,8.498396951,8.584554691,8.425790981,8.622456216,8.66634792,8.656704912,8.581459845,8.359644556,8.505370034,10.37688743,9.139026443,10.3888367,10.36018476,9.753194467
ENSMUSG00000001082,9.398942587,9.491681151,9.262286584,9.476436968,9.342463175,9.474520282,9.41189101,9.424901447,9.412866412,9.3416205,9.567286465,9.662109209,9.571320411,9.599065104,9.473325364,9.593611151,9.548708738,9.6870372,9.698064416,9.62231874
ENSMUSG00000001089,12.20755854,12.40658827,12.31666075,12.34047146,12.42275673,12.20341524,12.38297199,12.28033273,12.34215444,12.34150509,12.10530372,12.16229133,12.1616614,12.16313213,12.25834875,12.06225014,12.06368221,12.00033936,11.98685558,12.03932105
ENSMUSG00000001119,11.71259357,11.72159207,11.52821347,11.70990227,11.70867653,11.72016452,11.80421316,11.54357224,11.78658233,11.56681843,11.94237145,11.97842724,11.99599571,11.90254111,11.84775017,11.96951157,12.00367477,12.03986788,11.9858078,12.02916238
ENSMUSG00000001123,7.639044021,7.748638056,7.581132777,7.733999344,7.802826566,7.748704659,7.995189075,7.97496685,7.819484637,7.935396965,8.154653283,7.82401453,7.834326792,7.878924574,7.942234844,9.4344564,8.689437894,9.582006984,9.430642419,8.971892917
ENSMUSG00000001175,17.11113573,16.92587673,17.00661469,16.95489709,17.01458601,17.00939008,17.00596541,17.02707841,17.00366807,17.03049634,16.94983948,16.97342954,16.93722007,16.9828064,16.98934411,16.78424905,16.91335757,16.69515875,16.72578447,16.81000013
ENSMUSG00000001247,7.771043127,8.105622715,7.864199549,7.822263946,7.87080572,7.753127979,8.018621205,7.891397528,7.750618468,7.779006058,7.803226801,7.887569391,7.804014002,7.732678447,7.887978062,8.096045626,7.946438925,8.138905474,8.163918902,8.073405896
ENSMUSG00000001260,10.35575146,10.19882425,10.23497076,10.108271,10.23083027,10.01293423,10.11525425,9.941424685,10.1153664,10.14616193,10.37135665,10.35378398,10.29196373,10.26449442,10.1815827,9.969504583,10.04126399,9.912573601,9.835035668,9.875553582
ENSMUSG00000001288,8.780506909,8.771425777,8.806802562,8.938435457,8.784338173,8.691353247,8.668967264,8.835637908,8.828104098,8.558965588,8.715146522,8.833331541,8.820344738,8.915469983,8.83131761,8.977932744,8.948545455,9.172107064,9.024310135,8.943595004
ENSMUSG00000001300,11.54660972,11.50139347,11.55578959,11.46555121,11.49664662,11.52161907,11.55329513,11.5073459,11.50989166,11.58591639,11.38469408,11.46423102,11.31185687,11.40542821,11.41884261,11.29382058,11.34655971,11.14866362,11.26370537,11.31299637
ENSMUSG00000001323,12.3392234,12.24712561,12.37492169,12.3222681,12.38007188,12.36433081,12.3634219,12.33973287,12.41315084,12.41108253,12.25741981,12.21667737,12.20765708,12.31740808,12.30089826,12.07014335,12.2620787,12.01473991,12.01830535,12.15597602
ENSMUSG00000001435,7.528821569,7.462311561,7.61076459,7.479661166,7.426196738,7.465156937,7.322762658,7.426002365,7.502625272,7.463571708,7.625189674,7.590838681,7.634937217,7.408058494,7.376116135,7.878090375,7.682002434,8.048516583,7.989419697,7.723204698
ENSMUSG00000001467,11.4228896,11.48851511,11.36358594,11.55774274,11.65815068,11.38707301,11.4509903,11.37049488,11.44499924,11.55186074,11.25204294,11.26912428,11.38941233,11.47056974,11.38784542,11.08048976,11.26146791,11.15408263,11.378722,11.24179039
ENSMUSG00000001473,7.790247629,8.075133719,7.87537432,7.875724657,7.999236168,7.931265575,7.908574659,7.862879192,7.755507434,8.014447452,7.89767346,7.916564875,7.978571095,7.880180801,8.000830851,8.555398917,8.133492025,8.804634497,8.719492057,8.35448748
ENSMUSG00000001506,7.65926434,7.438379737,7.904291624,7.52683057,7.592135434,7.678507819,7.394183918,7.430072888,7.57098678,7.450105121,7.90877841,7.466485246,7.692217549,7.544852865,7.681797778,7.729444072,7.75096428,7.600229165,7.675851512,7.810041151
ENSMUSG00000001521,9.728137097,9.714331362,9.607490086,9.745937133,9.674955598,9.733139729,9.602240321,9.7506044,9.62496109,9.641853911,9.620022984,9.686178583,9.773255909,9.713980787,9.75489098,9.896676096,9.843959653,10.04966025,10.03750368,9.828480139
ENSMUSG00000001555,7.682719226,7.738224425,7.708402533,7.791691878,7.618104688,7.58220514,7.762739132,7.677313582,7.872425598,7.587418369,8.019065994,7.710252083,8.01108719,7.713923334,7.813009095,8.049617824,8.085943523,8.177120545,8.053257887,8.029797181
ENSMUSG00000001642,9.372651562,9.474144202,9.369640147,9.371563471,9.448414438,9.430474264,9.380094186,9.342784311,9.338599409,9.31376604,9.470661282,9.591545917,9.548568394,9.391965934,9.370540742,9.597566008,9.47680824,9.586553441,9.590857198,9.619000331
ENSMUSG00000001663,8.038333323,8.085829412,8.134116182,8.080148657,8.014621042,8.045191085,7.916820018,7.957764648,7.968354443,7.932385195,8.273986435,8.285554913,8.360473092,8.353408038,8.327942779,8.222032712,8.237855425,8.006743086,8.00794151,8.053404
ENSMUSG00000001741,7.008928498,7.114104104,6.827054798,7.135103585,6.923243113,7.308759873,7.1723571,7.112397654,7.297188074,7.077308153,7.067544566,7.121341329,7.114091032,7.081705908,7.092561674,7.545563884,7.400818699,7.840845997,7.815817546,7.59275638
ENSMUSG00000001750,8.751327072,9.103324486,8.812664576,8.922540971,8.958695801,8.853413654,9.084455921,8.91258647,8.988104596,8.993569912,9.136561696,8.980411485,9.142415772,8.946483691,8.987814976,9.949302829,9.410285345,10.14465196,10.11671728,9.675154581
ENSMUSG00000001751,8.369201576,8.30601962,8.329905509,8.338960405,8.139222922,8.485101561,8.264130593,8.427327405,8.207924712,8.371116771,8.487837128,8.431423607,8.426039581,8.20555901,8.35256051,8.863789497,8.682023766,8.921917351,8.71985584,8.742516989
ENSMUSG00000001761,8.702044503,8.707636909,8.825317829,8.832852608,8.82263631,8.609097595,8.627002375,8.611353752,8.632848773,8.641523783,9.05857037,8.736563323,8.915484467,8.923491631,8.761495011,9.076977056,8.9667067,9.06695953,9.011978008,9.032855066
ENSMUSG00000001768,10.13176426,10.26296698,10.06544864,10.08640768,10.13164086,10.15240555,10.07630314,10.0439049,10.08651889,10.12748501,10.08241649,10.07650369,10.13603147,10.17345838,10.05420193,10.42701358,10.18586636,10.52665177,10.44635825,10.22242105
ENSMUSG00000001774,11.47145327,11.7269843,11.56510045,11.59472824,11.66716588,11.59898204,11.57248965,11.54249675,11.65455952,11.76966058,11.41815287,11.42070318,11.4206829,11.44953606,11.45561226,11.41160097,11.39258983,11.39383598,11.42283354,11.35564479
ENSMUSG00000001794,12.06272975,12.24677074,12.10052573,12.22965052,12.16407942,12.12781597,12.22726747,12.08616116,12.16178316,12.23433771,12.23265523,12.11620594,12.16603065,12.23586656,12.3062549,12.39744306,12.38269089,12.57580276,12.41187673,12.38713433
ENSMUSG00000001833,14.25727329,14.04749137,14.20303086,14.08768215,14.2402422,14.2211632,14.18233481,14.21823432,14.25016214,14.21923117,14.04109517,14.08190979,14.02952498,14.16396136,14.13829703,13.97617042,14.03608826,13.93065111,13.96406481,13.94460894
ENSMUSG00000001870,8.543429645,8.516541772,8.394969798,8.520712005,8.468383487,8.451012158,8.452151697,8.687276533,8.428039005,8.510679665,8.505782877,8.450388407,8.435551513,8.313762204,8.399631995,8.618409739,8.585437693,8.802774404,8.631775487,8.571586435
ENSMUSG00000001918,6.834238565,7.079420266,6.949703157,6.955226495,6.989288216,6.86858305,7.011853032,7.025004961,6.711741194,6.900224901,7.330533945,6.957702391,7.333238482,6.918094205,6.974800986,7.866157793,7.855753229,8.063465246,8.083803685,7.920388772
ENSMUSG00000001930,9.332243347,9.66870888,9.655272311,9.674939108,9.745727068,9.733494756,9.57344056,9.714144986,9.612059025,9.672417326,9.841585962,9.393712188,9.988897852,9.451556527,9.629825304,10.57286094,10.39093603,10.58245061,10.6184827,10.57812804
ENSMUSG00000001943,9.007812815,9.053980552,8.985805127,9.03779078,9.120709225,9.099542909,9.047849582,9.108393406,9.035003002,9.046139935,8.821773111,8.897856308,8.980017125,8.965707278,8.999703026,8.836359121,9.005093181,8.839225071,8.817888768,8.829888812
ENSMUSG00000001986,13.75509289,13.65303546,13.72911589,13.70626757,13.70119924,13.76380455,13.66275912,13.76029116,13.83048511,13.69745279,13.66431421,13.68316653,13.67220224,13.7141342,13.68487992,13.52247524,13.63940934,13.43821848,13.44952792,13.55009683
ENSMUSG00000002007,7.981883442,8.00984405,7.861413378,7.960236964,7.852422868,7.972255151,8.03231353,7.817045578,7.975981736,7.760662059,8.052037687,8.130877035,8.077441432,8.004039088,7.888545602,8.236051275,7.928228949,8.20850646,8.160531929,8.101595471
ENSMUSG00000002014,10.05097105,10.10843201,9.945743263,10.00698508,9.874210347,10.02687555,9.980041705,10.01384701,9.841422996,9.957513717,10.15213496,10.14974852,10.06298971,10.18734002,10.17341446,10.29473433,10.16704661,10.33210264,10.20945817,10.24261387
ENSMUSG00000002043,7.191200699,7.130064188,7.026605742,7.128131092,6.859222548,7.280287905,7.245309776,7.222681045,7.096299301,7.194515017,7.424034767,7.370859223,7.384334628,7.307862996,7.30689334,7.498780354,7.475109812,7.515109143,7.557521759,7.517727102
ENSMUSG00000002108,6.39639844,6.756910249,6.571079177,6.597300161,6.60269557,6.425112984,6.844371534,6.518834712,6.503602307,6.696105285,6.595647612,6.574976855,6.510889497,6.520834692,6.591369831,6.979573705,6.692491381,6.852454391,6.908906137,6.758409218
ENSMUSG00000002111,7.194005105,7.235937337,6.973353391,7.216501801,7.230369227,7.118948811,7.181567484,7.343281794,7.168904344,7.148985326,7.302659035,7.144447144,7.348507028,7.380369015,7.170512269,8.457002925,7.697782884,8.660949486,8.44024023,8.134147297
ENSMUSG00000002147,9.08403956,9.261271418,9.183262658,9.298182966,9.190573692,9.119859282,9.206399949,9.233791629,9.198331076,9.242881798,9.301031406,9.230565475,9.217374835,9.257924697,9.228342484,9.570050846,9.422190557,9.700139089,9.754342216,9.418268335
ENSMUSG00000002222,12.81601472,12.82009976,12.90988512,12.82283823,12.82608949,12.84509889,12.778407,12.87590246,12.86461021,12.88005657,12.72307847,12.75023783,12.79624456,12.7904646,12.7559256,12.64543203,12.64536962,12.55658136,12.62972994,12.66757589
ENSMUSG00000002227,9.203990209,9.212054248,9.096341545,9.229326628,9.138970372,9.182380488,9.201035626,9.063923743,9.115021772,8.918986979,9.11140524,9.234063956,9.224327388,9.261602082,9.151807727,9.461459044,9.413930148,9.647982134,9.653431204,9.531541657
ENSMUSG00000002233,8.453974556,8.457769856,8.370264647,8.531938304,8.563735141,8.562942488,8.55606433,8.52447724,8.514937105,8.623124674,8.745072441,8.467115816,8.613006296,8.530237733,8.514617825,9.233630615,8.920180047,9.267042487,9.229560006,9.039809498
ENSMUSG00000002249,6.609746467,6.617829996,6.673269991,6.696399175,6.595789219,6.60012302,6.36168179,6.561200159,6.574352011,6.533036136,6.511849647,6.46552123,6.429093842,6.543980229,6.746077788,7.274771012,6.876231974,7.355137515,7.219446709,6.705328933
ENSMUSG00000002250,9.833172214,10.20296451,9.981447294,10.20694798,10.237384,9.90990497,10.18611756,10.00115885,10.03946589,10.099714,10.0552739,10.1002978,10.06102251,10.16409852,10.13823124,10.17468969,10.14931341,10.36507031,10.37650168,10.26893569
ENSMUSG00000002266,8.264568749,8.492444401,8.262756327,8.285811921,8.468507949,8.261736637,8.341787013,7.941805632,8.319097989,8.445668252,8.273011372,8.268055698,8.29094706,8.135943581,8.026177051,8.408642767,8.383948266,8.651273586,8.421733145,8.406073108
ENSMUSG00000002274,10.3470627,10.4736846,10.3879253,10.58515027,10.37012257,10.34001004,10.48831962,10.4050063,10.26324866,10.37664823,10.74675484,10.52216463,10.63163481,10.52556693,10.49576177,10.59483613,10.65572968,10.66764966,10.65895138,10.72710678
ENSMUSG00000002325,8.952846073,9.283695595,8.886276413,9.170578222,9.209612454,9.108756801,9.205198821,9.078617456,9.137495419,9.247357351,8.786631791,8.841793994,8.910401616,9.088362105,8.831447836,10.35671635,9.651346287,10.31712089,10.3947084,9.84297763
ENSMUSG00000002332,10.8484425,10.97562225,10.95022065,10.91057715,10.82066031,10.93501553,10.96046702,10.8688217,10.88119577,10.9968003,11.00275788,11.01787305,10.96567248,10.97497568,10.99334478,11.92148527,11.55046823,12.13198573,12.10256251,11.67855077
ENSMUSG00000002341,13.46986143,13.54889013,13.46833744,13.57268156,13.52541098,13.53140433,13.60538787,13.65744595,13.60480517,13.68208058,13.39859241,13.38858005,13.37852612,13.41183467,13.44471685,13.15835245,13.38726941,13.02191906,13.13079523,13.35618227
ENSMUSG00000002365,8.875365278,8.964317762,9.080777153,8.964801575,9.038781029,8.925772896,9.008738382,8.887861057,8.949328448,8.949634935,9.03918304,9.097488872,8.990043773,8.930426186,9.073408468,9.127652674,9.001888408,9.321411764,9.291541273,9.060147273
ENSMUSG00000002395,10.20393317,10.32714603,10.25945369,10.38278793,10.40843047,10.33692647,10.40314068,10.33020176,10.33822161,10.21305203,10.54719637,10.62058202,10.46904342,10.53113739,10.51347882,10.65846156,10.44492417,10.65201699,10.59499867,10.47689871
ENSMUSG00000002413,13.02313295,12.86568633,12.97537211,12.90319917,12.95404963,12.8770706,12.8922152,13.00052085,13.05834545,12.96453541,12.80983753,12.83510989,12.87415442,12.89111883,12.88947798,12.72325451,12.79742973,12.68980513,12.67546274,12.77833704
ENSMUSG00000002475,10.81410687,10.77480031,10.83065307,10.74544928,10.85434963,10.86578693,10.80333995,10.73260551,10.73772706,10.87303946,10.98905053,10.81740705,10.96731489,10.90478552,10.82179704,10.51390887,10.90047893,10.36992652,10.44744661,10.74969508
ENSMUSG00000002602,10.92970434,10.99855898,11.02397507,11.02118465,10.96670197,10.87487535,10.99932924,10.94022965,10.98867188,11.03119963,11.18445071,11.08255057,11.07058299,11.00560749,11.10592099,11.63693755,11.21291525,11.7395105,11.68664931,11.38141219
ENSMUSG00000002603,7.728573495,7.826726681,7.717296839,7.89365759,7.82336435,7.829963299,7.94371134,7.993068456,7.90144913,7.976258256,7.948202609,7.916591626,7.825237617,7.806377791,8.052582486,8.59940293,8.285111557,8.931080791,8.665406459,8.487559013
ENSMUSG00000002668,6.335481773,6.517343133,6.52114562,6.406447663,6.414243623,6.45827146,6.459572715,6.417276423,6.489146521,6.584342744,6.541274045,6.341292319,6.497230984,6.6435185,6.587240014,7.166588959,6.842081825,7.570527515,7.272570321,6.931035847
ENSMUSG00000002699,7.039254913,7.189878651,7.007635296,7.038603792,7.065017745,7.258102512,7.176501377,7.130939093,7.264632355,7.029451107,7.081408231,7.025674921,7.142632322,7.085431544,7.010074482,8.108474958,7.682903019,8.501925615,8.262878484,7.795451032
ENSMUSG00000002804,7.113603994,7.163858137,7.15550731,7.100962208,7.016321881,7.068458585,7.171053075,7.09725073,6.979858844,7.144925606,7.14457933,7.309363787,7.213065842,7.216036718,7.12362386,7.329921138,7.368576891,7.224818058,7.352892077,7.191334623
ENSMUSG00000002814,8.136178057,8.017264536,7.938567514,8.075271905,7.955548378,7.998719351,7.91913085,8.045030142,7.905176101,7.959229521,8.057101101,8.091986017,8.154911823,8.175009909,8.152139298,8.257739049,8.241715325,8.381125264,8.380734341,8.234636441
ENSMUSG00000002825,8.514621678,8.703771879,8.416332025,8.711914063,8.566527267,8.439440141,8.632780422,8.410597828,8.481355055,8.464916737,8.562352589,8.622971612,8.687641912,8.585594545,8.588133155,8.67776873,8.602322019,8.78476236,8.821478073,8.724229514
ENSMUSG00000002831,6.649242232,7.166165751,6.604946614,6.769901674,6.947032776,6.755105956,6.883794913,6.781029981,6.627230831,6.750164341,6.593194427,6.784125484,6.736095661,6.859587387,6.895656715,7.413436354,6.832145947,7.50868738,7.209021324,6.825645844
ENSMUSG00000002870,7.657015542,7.509374208,7.482211972,7.686827549,7.669232489,7.599732248,7.643484901,7.533655097,7.534425157,7.379017045,7.696597299,7.61227316,7.787160624,7.584701756,7.577024425,7.867522036,7.780585145,7.946386614,7.943001182,7.795971412
ENSMUSG00000002885,8.648916995,8.778543912,8.869915609,8.864054246,8.950255098,8.762792724,8.890550662,8.99491427,8.881590009,8.968148181,8.92865853,8.830537135,8.824198925,8.852178121,8.863584571,9.49149433,9.074119512,9.609442725,9.394034878,9.107850435
ENSMUSG00000002910,8.759211051,8.927451398,8.718631114,8.701007854,8.736545383,8.594165903,8.792554992,8.719273327,8.566496312,8.617463193,8.795930314,8.890060631,8.996075216,8.737696761,8.852301245,8.788110232,8.894484039,9.027329649,8.992980802,8.926784362
ENSMUSG00000002983,7.558003574,7.721686538,7.422580927,7.727480444,7.679677154,7.632618938,7.664776851,7.50664536,7.488334661,7.646184064,7.734061172,7.555600407,7.662611156,7.633872058,7.583111597,8.120842939,7.932455287,8.371962512,8.303275733,8.071360717
ENSMUSG00000002985,14.88956878,15.0112839,14.90716999,14.96810441,15.01956162,14.90620296,15.04925364,14.85447564,14.9273261,14.97411548,15.20318236,15.12368153,15.16555362,14.97400587,15.06005797,15.346496,15.11683889,15.43016719,15.42073183,15.26533488
ENSMUSG00000002997,11.85923527,11.66166018,11.84320576,11.56687938,11.68499321,11.72668099,11.65051024,11.60498022,11.73948877,11.78245054,11.62760718,11.64725848,11.57463815,11.58144854,11.6846983,11.47256192,11.48736991,11.33598109,11.35512954,11.52359317
ENSMUSG00000003070,7.941615616,7.829083164,7.759770129,7.893348255,7.98253025,7.940019076,7.897180986,7.85038015,7.983892152,7.888562278,7.911794519,7.675287569,7.769337329,7.930701089,7.875215858,7.583156917,7.833536848,7.687787562,7.748339485,7.677809659
ENSMUSG00000003123,8.794169305,8.908560323,8.781884674,8.781225948,8.692222624,8.795878901,8.785760694,8.78597514,8.701811254,8.776546823,8.88444155,8.851033072,8.956015112,8.884314943,8.868280641,9.059981205,8.813702536,9.171736405,9.173704841,8.895994792
